代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额
sz399706,深证下游,5821.499,-47.16,-0.804,5868.659,5834.555,5876.191,5795.775,5905264358,119677126983
sz399707,CSSW证券,6395.445,-48.327,-0.75,6443.772,6409.573,6453.25,6388.568,2184675431,28044519232
sz399750,深主板50,9059.464,-59.536,-0.653,9119.0,9063.312,9123.033,9022.242,3056288231,62227256029
sz399802,500深市,7644.021,-0.36,-0.005,7644.381,7555.284,7747.412,7501.845,11333581641,240509620780
sz399803,工业4.0,5666.748,-20.94,-0.368,5687.688,5632.948,5729.201,5597.411,2139371768,79001768534
sz399804,中证体育,2147.542,-8.86,-0.411,2156.402,2135.075,2176.405,2105.771,1005534418,21487538778
sz399805,互联金融,3751.057,-31.332,-0.828,3782.389,3749.489,3794.878,3726.322,2122107964,40822002787
sz399806,环境治理,1503.425,15.681,1.054,1487.744,1473.61,1518.344,1469.17,1866361958,18004298389
sz399807,高铁产业,1240.563,-5.298,-0.425,1245.861,1239.708,1249.653,1235.503,1377446931,9769481473
sz399808,中证新能,2957.896,45.457,1.561,2912.439,2871.09,2994.889,2863.502,6207251730,141334079655
sz399809,保险主题,2716.752,-10.723,-0.393,2727.475,2714.621,2732.179,2694.4,1734417992,21063210832
sz399810,CSSW传媒,3508.067,-43.802,-1.233,3551.869,3512.663,3571.069,3435.658,5738715448,82621421380
sz399811,CSSW电子,5827.563,-19.18,-0.328,5846.743,5769.211,5910.534,5732.213,1936206097,119891087173
sz399812,养老产业,6509.145,-35.933,-0.549,6545.078,6511.851,6564.015,6476.288,2075888757,44744571347
sz399813,中证国安,8591.141,-98.714,-1.136,8689.855,8606.667,8721.021,8526.937,5041565038,138641378710
sz399814,大农业,1229.209,1.915,0.156,1227.294,1211.855,1239.676,1211.684,1506889276,26307425713
sz399850,深证50,8869.867,-79.866,-0.892,8949.733,8866.298,8973.754,8808.84,3036065331,136629703058
sz399852,中证1000,8051.574,-16.503,-0.205,8068.077,7980.466,8152.322,7950.01,28108356300,444590291967
sz399901,小康指数,6407.42,-11.339,-0.177,6418.759,6360.059,6443.278,6347.687,8963016800,118685462214
sz399903,中证100,4534.92,-23.323,-0.512,4558.243,4505.64,4570.804,4492.065,8870589000,273586877602
sz399905,中证 500,8146.413,0.306,0.004,8146.107,8054.218,8247.297,8014.66,21864214400,418373434781
sz399913,300 医药,8313.811,-24.936,-0.299,8338.747,8303.979,8365.795,8267.425,547640100,20455279022
sz399914,300 金融,6476.25,-45.052,-0.691,6521.302,6493.249,6522.662,6447.734,4884180700,53665141158
sz399928,中证能源,3202.147,19.943,0.627,3182.204,3125.765,3218.606,3121.73,2169669500,19194326022
sz399932,中证消费,15333.477,-185.128,-1.193,15518.605,15454.838,15553.184,15301.866,885085300,34940310666
sz399933,中证医药,8263.317,-20.381,-0.246,8283.698,8265.688,8323.004,8220.219,1277047000,36010864480
sz399934,中证金融,6078.662,-42.061,-0.687,6120.723,6093.994,6118.884,6054.044,6676136500,67863895356
sz399935,中证信息,6582.412,-28.533,-0.432,6610.945,6537.565,6669.203,6494.202,4701448700,204876380875
sz399959,军工指数,1976.664,-42.192,-2.09,2018.856,1999.65,2017.717,1968.005,910049848,32138025925
sz399965,800地产,2794.729,-57.184,-2.005,2851.913,2829.681,2837.564,2792.347,783217234,4802241136
sz399966,800非银,6528.441,-43.67,-0.664,6572.111,6536.104,6583.184,6508.574,2192835666,34754234101
sz399967,中证军工,14714.652,-264.996,-1.769,14979.648,14840.759,14992.965,14665.355,2659647513,81950918535
sz399970,移动互联,4643.237,-46.289,-0.987,4689.526,4637.602,4708.901,4595.055,7208669333,187790719291
sz399971,中证传媒,1715.844,-24.655,-1.417,1740.499,1719.578,1750.496,1681.513,4985118419,71737893389
sz399972,300深市,5620.193,-36.687,-0.649,5656.88,5597.226,5682.763,5570.792,6076680481,234039089586
sz399973,中证国防,2021.928,-38.316,-1.86,2060.244,2040.449,2059.062,2011.668,1305127936,44757487933
sz399974,国企改革,1962.167,-10.209,-0.518,1972.376,1953.317,1975.254,1945.842,6553131534,153121853485
sz399975,证券公司,833.429,-6.329,-0.754,839.758,835.298,840.962,832.529,2162400045,27897437419
sz399976,CS新能车,4396.172,77.196,1.787,4318.976,4261.337,4444.057,4244.542,1726071216,79672618263
sz399982,500等权,9779.253,-10.335,-0.106,9789.588,9697.179,9891.521,9646.546,21864214400,418373434781
sz399983,地产等权,2154.945,-44.459,-2.021,2199.404,2179.52,2187.802,2150.448,546202155,3362057503
sz399986,中证银行,7212.202,-43.266,-0.596,7255.468,7236.004,7268.537,7172.606,4121213567,29466460106
sz399987,中证酒,5162.485,-113.958,-2.16,5276.443,5259.059,5291.742,5157.698,368895289,26477374577
sz399989,中证医疗,7118.976,-52.313,-0.729,7171.289,7120.938,7173.817,7064.156,748584716,20706014396
sz399990,煤炭等权,3169.622,-13.966,-0.439,3183.588,3151.405,3200.25,3119.698,1733695042,13582366187
sz399991,一带一路,3189.704,-15.77,-0.492,3205.474,3157.681,3223.295,3147.588,9163300633,170915326895
sz399992,CSWD并购,2231.327,-6.343,-0.283,2237.67,2215.688,2258.872,2204.021,2096688897,62887142192
sz399993,CSWD生科,2693.206,-2.142,-0.079,2695.348,2683.145,2717.298,2672.036,833763212,21465591988
sz399994,信息安全,1920.269,-8.3,-0.43,1928.569,1909.82,1947.763,1895.57,2199938685,48253943210
sz399995,基建工程,4017.231,-42.573,-1.049,4059.804,4027.615,4057.874,4010.81,2742514740,19363215199
sz399996,智能家居,4729.783,-23.595,-0.496,4753.378,4714.988,4786.909,4673.189,3272932058,117895549110
sz399997,中证白酒,8980.585,-220.752,-2.399,9201.337,9166.295,9222.443,8968.168,255314615,24272111316
sz399998,中证煤炭,2164.854,-7.081,-0.326,2171.935,2147.026,2181.698,2128.378,1733695042,13582366187
sz970070,CNTAI50,6323.931,-139.702,-2.161,6463.633,6384.692,6491.241,6266.128,2468384744,119096910717
sz980015,疫苗生科,6369.4,-18.836,-0.295,6388.236,6370.96,6420.684,6341.837,640922474,21773737639
sz980016,医疗健康,6123.001,-10.998,-0.179,6133.999,6114.45,6167.556,6081.743,716818411,26816506551
sz980018,卫星通信,5839.459,-87.042,-1.469,5926.501,5859.441,6009.893,5825.42,1571489551,66863070239
sz980022,CNIROBOT,2613.148,41.149,1.6,2571.999,2550.078,2647.591,2534.016,828207419,34482196407
sz980027,CNINEB,3403.442,27.299,0.809,3376.143,3337.331,3449.533,3314.94,1116961954,51689638608
sz980028,龙头家电,12499.961,-23.409,-0.187,12523.37,12456.8,12575.425,12391.675,557435672,16376851818
sz980030,消费电子,7383.035,-27.295,-0.368,7410.33,7322.296,7490.809,7266.914,2303585092,82586177756
sz980032,新能电池,15629.144,292.902,1.91,15336.242,15114.628,15795.834,15084.833,1481813725,68777697028
sz980035,化肥农药,2512.236,36.505,1.475,2475.731,2428.405,2542.547,2422.265,1564141366,23238034401
sz980076,通用航空,3859.139,-59.764,-1.525,3918.903,3887.287,3930.562,3841.563,1167042110,37439329540
sz980092,CNIFCF,5728.354,-13.463,-0.234,5741.817,5664.692,5770.933,5654.822,4109314323,59042462438
