fund_code,fund_type,actual_growth,estimated_growth,deviation,deviation_level
024458,混合型-偏股,-0.58,-0.5727987062874997,0.007201293712500223,0.1
009201,混合型-偏债,0.0,0.007265917775999998,0.007265917775999998,0.1
009202,混合型-偏债,0.0,0.007265917775999998,0.007265917775999998,0.1
013540,混合型-偏债,-0.06,-0.06729365930299999,-0.007293659302999994,0.1
010242,混合型-偏债,-0.08,-0.07266880388000001,0.007331196119999994,0.1
010243,混合型-偏债,-0.08,-0.07266880388000001,0.007331196119999994,0.1
008869,混合型-偏债,-0.06,-0.05263018218900001,0.00736981781099999,0.1
008870,混合型-偏债,-0.06,-0.05263018218900001,0.00736981781099999,0.1
011155,混合型-偏股,-0.36,-0.3525764258052,0.007423574194799998,0.1
011156,混合型-偏股,-0.36,-0.3525764258052,0.007423574194799998,0.1
006810,指数型-股票,-0.33,-0.3374416515855999,-0.0074416515855998955,0.1
001571,混合型-偏债,-0.17,-0.17744336290000004,-0.007443362900000028,0.1
015598,指数型-股票,-0.71,-0.7025214261600001,0.007478573839999836,0.1
012903,债券型-混合二级,0.0,-0.007562370739200002,-0.007562370739200002,0.1
005211,混合型-灵活,-0.24,-0.24764219841999993,-0.00764219841999994,0.1
017758,混合型-灵活,-0.24,-0.24764219841999993,-0.00764219841999994,0.1
011688,混合型-偏股,-1.19,-1.1823559597598001,0.007644040240199823,0.1
013276,指数型-股票,-0.71,-0.7023318478410001,0.0076681521589998525,0.1
011504,混合型-偏债,-0.04,-0.04766834397,-0.007668343969999998,0.1
011505,混合型-偏债,-0.04,-0.04766834397,-0.007668343969999998,0.1
010962,混合型-偏股,-0.04,-0.047749423419999944,-0.007749423419999943,0.1
010965,混合型-偏股,-0.04,-0.047749423419999944,-0.007749423419999943,0.1
023158,混合型-偏股,0.04,0.03222992888999995,-0.007770071110000054,0.1
010865,混合型-偏股,-0.19,-0.18221377870219999,0.007786221297800017,0.1
018821,混合型-偏股,0.76,0.7522088638100001,-0.0077911361899999365,0.1
018822,混合型-偏股,0.76,0.7522088638100001,-0.0077911361899999365,0.1
021046,混合型-偏股,0.38,0.37220195199300005,-0.007798048006999958,0.1
013035,指数型-股票,-1.71,-1.7179431170719999,-0.007943117071999906,0.1
010891,混合型-偏债,-0.02,-0.011995172343399996,0.008004827656600004,0.1
010269,混合型-偏债,-0.01,-0.018078997248,-0.008078997247999998,0.1
015596,指数型-股票,0.27,0.2781136247995,0.008113624799500008,0.1
009164,混合型-偏债,0.0,-0.008167110551999998,-0.008167110551999998,0.1
009165,混合型-偏债,0.0,-0.008167110551999998,-0.008167110551999998,0.1
009368,混合型-偏股,-0.58,-0.5716916180058,0.00830838199419992,0.1
024352,指数型-股票,-0.37,-0.36168233184,0.008317668160000014,0.1
024353,指数型-股票,-0.37,-0.36168233184,0.008317668160000014,0.1
013233,指数型-股票,0.07,0.061673072112000016,-0.00832692788799999,0.1
022943,指数型-股票,0.07,0.061673072112000016,-0.00832692788799999,0.1
009859,混合型-偏股,-0.55,-0.5583434091508,-0.008343409150800007,0.1
009720,混合型-偏股,-0.27,-0.27834889503999993,-0.008348895039999915,0.1
009621,混合型-偏债,-0.01,-0.018398692270099996,-0.008398692270099995,0.1
012945,混合型-偏债,-0.02,-0.028449593798199998,-0.008449593798199997,0.1
004708,债券型-混合二级,0.0,0.008473972,0.008473972,0.1
004709,债券型-混合二级,0.0,0.008473972,0.008473972,0.1
001392,混合型-灵活,-0.57,-0.5784795059519,-0.008479505951900057,0.1
025418,指数型-股票,0.02,0.011449031999999994,-0.008550968000000006,0.1
002535,混合型-灵活,-0.05,-0.058593491424000006,-0.008593491424000003,0.1
002536,混合型-灵活,-0.05,-0.058593491424000006,-0.008593491424000003,0.1
000828,股票型,0.04,0.03136528325400007,-0.008634716745999929,0.1
009779,混合型-偏股,-0.09,-0.09866471465419999,-0.00866471465419999,0.1
004011,混合型-灵活,-0.02,-0.02873878403,-0.008738784029999998,0.1
009928,混合型-偏债,-0.03,-0.0212476247294,0.0087523752706,0.1
013312,混合型-偏股,-1.17,-1.1787613386360003,-0.008761338636000371,0.1
021556,指数型-股票,-0.69,-0.6987715917000001,-0.008771591700000192,0.1
011928,混合型-灵活,-0.26,-0.25122228428149995,0.008777715718500056,0.1
017493,混合型-灵活,-0.23,-0.23882278966399992,-0.008822789663999908,0.1
011431,混合型-偏股,-0.38,-0.388844539218707,-0.008844539218706982,0.1
009566,混合型-偏股,-0.52,-0.5289311147999999,-0.008931114799999862,0.1
015859,指数型-股票,-0.72,-0.7289912298240001,-0.008991229824000135,0.1
015860,指数型-股票,-0.72,-0.7289912298240001,-0.008991229824000135,0.1
003095,混合型-偏股,-0.01,-0.01902287457,-0.00902287457,0.1
021864,混合型-偏股,-0.52,-0.529111298232,-0.009111298231999965,0.1
021865,混合型-偏股,-0.52,-0.529111298232,-0.009111298231999965,0.1
014187,股票型,-0.06,-0.050888167146,0.009111832853999996,0.1
014188,股票型,-0.06,-0.050888167146,0.009111832853999996,0.1
